,date,open,high,low,close,volume
23,2025-11-03 19:15:00+00:00,3631.28,3646.64,3628.96,3631.58,18436.258
24,2025-11-03 19:20:00+00:00,3631.59,3642.98,3623.49,3626.28,16607.449
25,2025-11-03 19:25:00+00:00,3626.28,3630.56,3621.66,3622.56,6274.421
26,2025-11-03 19:30:00+00:00,3622.56,3631.74,3622.27,3626.18,8016.621
27,2025-11-03 19:35:00+00:00,3626.17,3633.73,3623.8,3633.32,5532.254
28,2025-11-03 19:40:00+00:00,3633.33,3638.04,3624.8,3637.08,9953.18
29,2025-11-03 19:45:00+00:00,3637.08,3647.65,3637.08,3641.09,11521.519
30,2025-11-03 19:50:00+00:00,3641.08,3642.0,3630.05,3634.51,6183.561
31,2025-11-03 19:55:00+00:00,3634.51,3640.99,3627.28,3629.6,5723.789
32,2025-11-03 20:00:00+00:00,3629.61,3635.0,3628.01,3633.75,6539.549
33,2025-11-03 20:05:00+00:00,3633.72,3634.87,3611.66,3616.23,22194.332
34,2025-11-03 20:10:00+00:00,3616.23,3619.52,3606.08,3607.58,14120.089
35,2025-11-03 20:15:00+00:00,3607.58,3612.04,3602.0,3608.08,25591.108
36,2025-11-03 20:20:00+00:00,3608.09,3613.66,3593.6,3596.18,25873.092
37,2025-11-03 20:25:00+00:00,3596.18,3604.46,3594.35,3601.13,13716.445
38,2025-11-03 20:30:00+00:00,3601.12,3615.92,3600.76,3602.49,20562.419
39,2025-11-03 20:35:00+00:00,3602.49,3605.42,3597.0,3602.23,8701.595
40,2025-11-03 20:40:00+00:00,3602.23,3602.8,3588.12,3592.07,16194.644
41,2025-11-03 20:45:00+00:00,3592.08,3595.71,3582.7,3593.0,23077.719
42,2025-11-03 20:50:00+00:00,3593.0,3593.95,3571.23,3576.37,31666.465
43,2025-11-03 20:55:00+00:00,3576.37,3588.79,3560.51,3586.82,48011.354
44,2025-11-03 21:00:00+00:00,3586.83,3611.96,3582.51,3606.23,31453.68
45,2025-11-03 21:05:00+00:00,3606.23,3613.61,3591.77,3592.02,17998.148
46,2025-11-03 21:10:00+00:00,3592.02,3598.41,3590.0,3592.2,10722.042
47,2025-11-03 21:15:00+00:00,3592.19,3595.64,3556.0,3581.01,57060.877
48,2025-11-03 21:20:00+00:00,3581.02,3604.08,3571.3,3586.82,27103.899
49,2025-11-03 21:25:00+00:00,3586.8,3588.13,3573.75,3586.3,18234.781
50,2025-11-03 21:30:00+00:00,3586.29,3598.68,3576.0,3597.35,13493.42
51,2025-11-03 21:35:00+00:00,3597.35,3604.85,3592.11,3595.1,13903.862
52,2025-11-03 21:40:00+00:00,3595.12,3600.0,3591.49,3598.77,11856.482
53,2025-11-03 21:45:00+00:00,3598.77,3602.09,3589.17,3592.0,16825.95
54,2025-11-03 21:50:00+00:00,3591.99,3599.95,3590.67,3598.37,4915.328
55,2025-11-03 21:55:00+00:00,3598.37,3601.64,3593.92,3600.54,6711.018
56,2025-11-03 22:00:00+00:00,3600.55,3602.33,3586.52,3590.1,13139.934
57,2025-11-03 22:05:00+00:00,3590.11,3598.0,3589.29,3596.95,5977.538
58,2025-11-03 22:10:00+00:00,3596.94,3597.26,3580.4,3589.99,16001.017
59,2025-11-03 22:15:00+00:00,3589.99,3597.27,3588.16,3594.43,6037.249
60,2025-11-03 22:20:00+00:00,3594.42,3599.7,3584.5,3591.56,7717.133
61,2025-11-03 22:25:00+00:00,3591.56,3591.56,3577.7,3577.7,9099.663
62,2025-11-03 22:30:00+00:00,3577.7,3578.33,3558.02,3575.67,30562.987
63,2025-11-03 22:35:00+00:00,3575.67,3591.67,3571.28,3581.13,14480.716
64,2025-11-03 22:40:00+00:00,3581.14,3593.76,3581.14,3584.86,10824.035
65,2025-11-03 22:45:00+00:00,3584.87,3600.94,3584.06,3599.91,11183.126
66,2025-11-03 22:50:00+00:00,3599.9,3599.93,3589.15,3591.75,9686.405
67,2025-11-03 22:55:00+00:00,3591.76,3591.76,3583.65,3588.26,6702.924
68,2025-11-03 23:00:00+00:00,3588.26,3588.27,3563.78,3567.33,20003.238
69,2025-11-03 23:05:00+00:00,3567.34,3580.0,3567.33,3578.3,10953.873
70,2025-11-03 23:10:00+00:00,3578.29,3583.0,3575.0,3576.01,9498.108
71,2025-11-03 23:15:00+00:00,3576.0,3582.73,3575.0,3580.23,7961.678
72,2025-11-03 23:20:00+00:00,3580.23,3588.26,3579.64,3586.76,6889.41
73,2025-11-03 23:25:00+00:00,3586.76,3591.76,3586.76,3590.42,6523.17
74,2025-11-03 23:30:00+00:00,3590.4,3598.99,3589.28,3598.37,17432.332
75,2025-11-03 23:35:00+00:00,3598.37,3603.56,3596.22,3600.78,13580.256
76,2025-11-03 23:40:00+00:00,3600.78,3604.44,3595.6,3599.45,13215.169
77,2025-11-03 23:45:00+00:00,3599.46,3602.64,3593.67,3597.28,7463.145
78,2025-11-03 23:50:00+00:00,3597.27,3600.84,3593.71,3599.73,4686.824
79,2025-11-03 23:55:00+00:00,3599.73,3605.83,3599.72,3602.15,7125.128
80,2025-11-04 00:00:00+00:00,3602.15,3603.0,3595.37,3595.9,8079.909
81,2025-11-04 00:05:00+00:00,3595.9,3603.62,3592.0,3598.48,11884.969
82,2025-11-04 00:10:00+00:00,3598.47,3599.8,3593.0,3595.67,10244.212
83,2025-11-04 00:15:00+00:00,3595.66,3602.14,3592.66,3594.57,18999.69
84,2025-11-04 00:20:00+00:00,3594.56,3596.22,3578.0,3578.54,19936.755
85,2025-11-04 00:25:00+00:00,3578.54,3579.04,3565.95,3566.55,21519.343
86,2025-11-04 00:30:00+00:00,3566.54,3598.78,3566.54,3593.71,31337.464
87,2025-11-04 00:35:00+00:00,3593.79,3630.83,3593.79,3627.0,75897.352
88,2025-11-04 00:40:00+00:00,3626.98,3635.0,3623.45,3627.28,25704.117
89,2025-11-04 00:45:00+00:00,3627.28,3629.9,3621.45,3628.75,11652.557
90,2025-11-04 00:50:00+00:00,3628.76,3628.76,3617.0,3618.36,10308.327
91,2025-11-04 00:55:00+00:00,3618.35,3618.35,3608.1,3616.49,11643.956
92,2025-11-04 01:00:00+00:00,3616.5,3620.77,3609.22,3609.99,10324.841
93,2025-11-04 01:05:00+00:00,3609.99,3623.87,3605.71,3619.04,10275.919
94,2025-11-04 01:10:00+00:00,3619.05,3623.55,3617.16,3620.35,6826.874
95,2025-11-04 01:15:00+00:00,3620.34,3625.73,3617.54,3624.67,5131.973
96,2025-11-04 01:20:00+00:00,3624.68,3642.91,3624.67,3633.4,30516.012
97,2025-11-04 01:25:00+00:00,3633.4,3636.43,3624.15,3627.77,12782.327
98,2025-11-04 01:30:00+00:00,3627.77,3639.77,3625.25,3638.87,12955.265
99,2025-11-04 01:35:00+00:00,3638.87,3653.65,3634.12,3646.46,42287.395
100,2025-11-04 01:40:00+00:00,3646.46,3647.57,3641.79,3641.79,8633.646
101,2025-11-04 01:45:00+00:00,3641.8,3642.98,3634.19,3634.19,10710.444
102,2025-11-04 01:50:00+00:00,3634.19,3641.59,3628.61,3641.19,9849.755
103,2025-11-04 01:55:00+00:00,3641.18,3647.58,3640.5,3642.85,8370.812
104,2025-11-04 02:00:00+00:00,3642.85,3642.85,3632.21,3632.68,8546.238
105,2025-11-04 02:05:00+00:00,3632.67,3641.99,3630.59,3641.43,6413.112
106,2025-11-04 02:10:00+00:00,3641.43,3646.2,3638.79,3642.75,7300.215
107,2025-11-04 02:15:00+00:00,3642.76,3644.88,3636.54,3644.88,6595.624
108,2025-11-04 02:20:00+00:00,3644.88,3647.35,3640.0,3641.49,9920.751
109,2025-11-04 02:25:00+00:00,3641.48,3642.88,3632.25,3633.43,7613.17
110,2025-11-04 02:30:00+00:00,3633.43,3636.0,3625.33,3631.48,11645.342
111,2025-11-04 02:35:00+00:00,3631.49,3638.95,3628.92,3635.88,6493.359
112,2025-11-04 02:40:00+00:00,3635.88,3638.66,3623.55,3628.05,13619.862
113,2025-11-04 02:45:00+00:00,3628.05,3628.05,3616.56,3621.53,13725.837
114,2025-11-04 02:50:00+00:00,3621.53,3630.0,3621.53,3629.1,10614.87
115,2025-11-04 02:55:00+00:00,3629.1,3631.13,3624.5,3624.51,4470.375
116,2025-11-04 03:00:00+00:00,3624.5,3643.25,3623.95,3632.89,19077.1
117,2025-11-04 03:05:00+00:00,3632.88,3632.88,3618.8,3630.24,10279.882
118,2025-11-04 03:10:00+00:00,3630.24,3646.46,3628.06,3645.29,9681.066
119,2025-11-04 03:15:00+00:00,3645.29,3649.13,3638.56,3640.65,12441.523
120,2025-11-04 03:20:00+00:00,3640.65,3643.56,3635.54,3639.24,6224.057
121,2025-11-04 03:25:00+00:00,3639.23,3647.04,3639.23,3644.68,8424.128
122,2025-11-04 03:30:00+00:00,3644.68,3647.0,3636.42,3646.7,7657.148
123,2025-11-04 03:35:00+00:00,3646.71,3650.0,3642.11,3647.35,9461.409
124,2025-11-04 03:40:00+00:00,3647.35,3649.86,3644.34,3647.77,5581.436
125,2025-11-04 03:45:00+00:00,3647.77,3648.68,3640.5,3640.91,7545.261
126,2025-11-04 03:50:00+00:00,3640.91,3645.0,3638.0,3644.32,5047.232
127,2025-11-04 03:55:00+00:00,3644.33,3647.39,3640.9,3640.9,4478.137
128,2025-11-04 04:00:00+00:00,3640.91,3645.18,3638.62,3644.65,6717.868
129,2025-11-04 04:05:00+00:00,3644.66,3646.26,3638.09,3642.42,4949.084
130,2025-11-04 04:10:00+00:00,3642.45,3646.8,3642.25,3645.0,5946.173
131,2025-11-04 04:15:00+00:00,3645.0,3645.0,3633.61,3639.39,12611.687
132,2025-11-04 04:20:00+00:00,3639.38,3642.36,3635.67,3638.09,5422.405
133,2025-11-04 04:25:00+00:00,3638.09,3638.09,3633.0,3636.16,6623.382
134,2025-11-04 04:30:00+00:00,3636.17,3642.85,3635.01,3635.34,7947.955
135,2025-11-04 04:35:00+00:00,3635.34,3635.6,3625.11,3630.43,12107.982
136,2025-11-04 04:40:00+00:00,3630.43,3632.27,3625.44,3626.83,7201.056
137,2025-11-04 04:45:00+00:00,3626.83,3630.0,3620.0,3621.96,9429.561
138,2025-11-04 04:50:00+00:00,3621.97,3627.54,3620.27,3621.65,7714.432
139,2025-11-04 04:55:00+00:00,3621.64,3625.26,3620.0,3623.85,7323.786
140,2025-11-04 05:00:00+00:00,3623.86,3624.61,3618.48,3619.26,7333.569
141,2025-11-04 05:05:00+00:00,3619.26,3626.8,3618.05,3626.8,7110.88
142,2025-11-04 05:10:00+00:00,3626.79,3630.62,3623.22,3625.5,7843.718
143,2025-11-04 05:15:00+00:00,3625.51,3626.45,3598.22,3604.25,37364.94
144,2025-11-04 05:20:00+00:00,3604.24,3604.89,3559.01,3570.36,107425.324
145,2025-11-04 05:25:00+00:00,3570.35,3581.78,3555.55,3560.81,77066.234
146,2025-11-04 05:30:00+00:00,3560.8,3560.8,3512.24,3525.57,145970.767
147,2025-11-04 05:35:00+00:00,3525.56,3550.4,3521.63,3535.75,69249.272
148,2025-11-04 05:40:00+00:00,3535.76,3545.84,3518.25,3518.85,48698.731
149,2025-11-04 05:45:00+00:00,3518.85,3525.89,3502.2,3510.25,83262.608
150,2025-11-04 05:50:00+00:00,3510.22,3521.71,3505.0,3506.02,50782.191
151,2025-11-04 05:55:00+00:00,3506.03,3512.0,3482.2,3490.3,115129.277
152,2025-11-04 06:00:00+00:00,3490.31,3510.98,3485.94,3507.02,58665.806
153,2025-11-04 06:05:00+00:00,3507.04,3509.85,3476.0,3482.08,63002.634
154,2025-11-04 06:10:00+00:00,3482.09,3520.86,3479.0,3520.0,60132.979
155,2025-11-04 06:15:00+00:00,3520.0,3560.98,3516.28,3540.88,160356.768
156,2025-11-04 06:20:00+00:00,3540.88,3548.73,3527.0,3527.39,44507.229
157,2025-11-04 06:25:00+00:00,3527.38,3534.86,3525.84,3532.64,26355.239
158,2025-11-04 06:30:00+00:00,3532.63,3532.64,3516.11,3527.73,29642.235
159,2025-11-04 06:35:00+00:00,3527.73,3529.22,3504.8,3504.8,26716.722
160,2025-11-04 06:40:00+00:00,3504.8,3508.4,3501.45,3501.8,20339.88
161,2025-11-04 06:45:00+00:00,3501.81,3511.23,3501.24,3504.6,24083.729
162,2025-11-04 06:50:00+00:00,3504.59,3514.4,3499.3,3503.39,23657.278
163,2025-11-04 06:55:00+00:00,3503.39,3513.87,3502.67,3510.89,11258.641
164,2025-11-04 07:00:00+00:00,3510.88,3512.57,3479.05,3490.2,72467.114
165,2025-11-04 07:05:00+00:00,3490.18,3504.45,3481.82,3494.1,25167.147
166,2025-11-04 07:10:00+00:00,3494.1,3499.04,3484.1,3492.0,15737.878
167,2025-11-04 07:15:00+00:00,3492.0,3530.69,3488.0,3500.0,60752.824
168,2025-11-04 07:20:00+00:00,3500.0,3502.05,3491.93,3492.36,12571.172
169,2025-11-04 07:25:00+00:00,3492.37,3508.0,3481.01,3482.48,30527.039
170,2025-11-04 07:30:00+00:00,3482.49,3493.92,3481.47,3488.98,17185.191
171,2025-11-04 07:35:00+00:00,3488.97,3505.08,3488.18,3503.14,19571.81
172,2025-11-04 07:40:00+00:00,3503.15,3504.0,3470.58,3479.28,47136.028
173,2025-11-04 07:45:00+00:00,3479.28,3484.84,3473.37,3476.21,21345.671
174,2025-11-04 07:50:00+00:00,3476.21,3492.25,3476.21,3491.78,17493.447
175,2025-11-04 07:55:00+00:00,3491.79,3493.4,3488.21,3492.79,9371.498
176,2025-11-04 08:00:00+00:00,3492.78,3494.74,3479.27,3483.19,21609.993
177,2025-11-04 08:05:00+00:00,3483.2,3486.0,3473.26,3474.81,23675.399
178,2025-11-04 08:10:00+00:00,3474.81,3483.77,3465.0,3468.99,38405.272
179,2025-11-04 08:15:00+00:00,3468.99,3472.28,3460.0,3464.72,53914.635
180,2025-11-04 08:20:00+00:00,3464.72,3497.04,3464.72,3493.36,44897.824
181,2025-11-04 08:25:00+00:00,3493.35,3496.0,3482.4,3489.36,14857.34
182,2025-11-04 08:30:00+00:00,3489.35,3512.0,3487.66,3506.83,47382.203
183,2025-11-04 08:35:00+00:00,3506.82,3509.84,3502.06,3502.29,18796.237
184,2025-11-04 08:40:00+00:00,3502.29,3508.0,3500.2,3505.27,14106.663
185,2025-11-04 08:45:00+00:00,3505.28,3507.71,3487.47,3497.8,25301.735
186,2025-11-04 08:50:00+00:00,3497.79,3498.68,3485.37,3489.39,13527.057
187,2025-11-04 08:55:00+00:00,3489.4,3495.38,3487.77,3494.72,11244.011
188,2025-11-04 09:00:00+00:00,3494.72,3498.8,3491.46,3496.98,11331.383
189,2025-11-04 09:05:00+00:00,3496.98,3502.04,3483.6,3491.86,17737.516
190,2025-11-04 09:10:00+00:00,3491.86,3492.12,3476.16,3484.94,25603.016
191,2025-11-04 09:15:00+00:00,3484.94,3493.68,3474.49,3487.26,30247.139
192,2025-11-04 09:20:00+00:00,3487.26,3491.99,3476.6,3481.47,13489.397
193,2025-11-04 09:25:00+00:00,3481.51,3493.64,3481.1,3489.23,12366.096
194,2025-11-04 09:30:00+00:00,3489.24,3499.93,3487.91,3494.21,14583.438
195,2025-11-04 09:35:00+00:00,3494.21,3499.0,3482.04,3492.31,11083.899
196,2025-11-04 09:40:00+00:00,3492.3,3496.52,3490.0,3492.4,6338.077
197,2025-11-04 09:45:00+00:00,3492.39,3500.0,3488.72,3491.33,8849.662
198,2025-11-04 09:50:00+00:00,3491.32,3495.0,3482.0,3483.08,8743.464
199,2025-11-04 09:55:00+00:00,3483.08,3493.36,3481.41,3490.83,8891.963
200,2025-11-04 10:00:00+00:00,3490.82,3492.42,3485.04,3485.96,8945.852
201,2025-11-04 10:05:00+00:00,3485.96,3494.14,3485.33,3490.27,5893.244
202,2025-11-04 10:10:00+00:00,3490.28,3497.91,3488.0,3490.6,6742.097
203,2025-11-04 10:15:00+00:00,3490.61,3501.42,3490.26,3495.02,14018.04
204,2025-11-04 10:20:00+00:00,3495.02,3498.33,3486.11,3488.52,8407.862
205,2025-11-04 10:25:00+00:00,3488.53,3496.02,3479.16,3484.01,21019.621
206,2025-11-04 10:30:00+00:00,3484.02,3491.98,3479.0,3485.76,14977.446
207,2025-11-04 10:35:00+00:00,3485.75,3488.78,3471.84,3487.2,20618.266
208,2025-11-04 10:40:00+00:00,3487.21,3491.71,3480.01,3480.93,15283.946
209,2025-11-04 10:45:00+00:00,3480.92,3484.37,3473.92,3475.82,11267.152
210,2025-11-04 10:50:00+00:00,3475.86,3480.0,3471.52,3476.0,18300.982
211,2025-11-04 10:55:00+00:00,3476.0,3484.41,3472.6,3484.24,13235.607
212,2025-11-04 11:00:00+00:00,3484.23,3500.3,3481.77,3494.46,45426.373
213,2025-11-04 11:05:00+00:00,3494.45,3511.0,3494.15,3510.99,43860.292
214,2025-11-04 11:10:00+00:00,3510.99,3512.99,3507.3,3510.54,18472.681
215,2025-11-04 11:15:00+00:00,3510.55,3523.88,3506.13,3514.33,31068.631
216,2025-11-04 11:20:00+00:00,3514.32,3524.48,3511.38,3516.02,15659.178
217,2025-11-04 11:25:00+00:00,3516.01,3516.94,3506.02,3508.14,13337.728
218,2025-11-04 11:30:00+00:00,3508.13,3512.73,3505.47,3508.85,12005.779
219,2025-11-04 11:35:00+00:00,3508.84,3522.0,3508.56,3519.37,11884.312
220,2025-11-04 11:40:00+00:00,3519.37,3521.0,3513.29,3520.47,7059.017
221,2025-11-04 11:45:00+00:00,3520.46,3523.0,3515.59,3516.0,7015.973
222,2025-11-04 11:50:00+00:00,3516.0,3521.89,3515.95,3519.19,5270.788
223,2025-11-04 11:55:00+00:00,3519.19,3534.14,3517.2,3527.78,15933.672
224,2025-11-04 12:00:00+00:00,3527.78,3528.56,3520.41,3524.1,13013.05
225,2025-11-04 12:05:00+00:00,3524.1,3531.25,3517.75,3522.36,16034.682
226,2025-11-04 12:10:00+00:00,3522.37,3522.37,3512.17,3515.84,13034.255
227,2025-11-04 12:15:00+00:00,3515.84,3516.17,3501.73,3511.54,35569.818
228,2025-11-04 12:20:00+00:00,3511.54,3516.32,3502.36,3502.64,15028.438
229,2025-11-04 12:25:00+00:00,3502.64,3511.68,3502.0,3507.73,12253.771
230,2025-11-04 12:30:00+00:00,3507.73,3509.55,3501.03,3503.01,9088.933
231,2025-11-04 12:35:00+00:00,3503.01,3504.42,3493.6,3497.51,24024.376
232,2025-11-04 12:40:00+00:00,3497.51,3503.01,3497.22,3502.78,12867.998
233,2025-11-04 12:45:00+00:00,3502.79,3509.79,3499.46,3509.38,11608.003
234,2025-11-04 12:50:00+00:00,3509.37,3512.91,3506.11,3510.34,10296.575
235,2025-11-04 12:55:00+00:00,3510.33,3511.77,3506.8,3509.56,6616.166
236,2025-11-04 13:00:00+00:00,3509.55,3513.53,3503.59,3507.63,15286.185
237,2025-11-04 13:05:00+00:00,3507.62,3510.99,3504.4,3508.14,13378.676
238,2025-11-04 13:10:00+00:00,3508.14,3518.0,3506.68,3513.47,14933.667
239,2025-11-04 13:15:00+00:00,3513.47,3518.61,3511.46,3516.69,9165.798
240,2025-11-04 13:20:00+00:00,3516.7,3517.21,3505.07,3506.21,10801.189
241,2025-11-04 13:25:00+00:00,3506.2,3506.55,3490.92,3497.67,28623.505
242,2025-11-04 13:30:00+00:00,3497.67,3511.44,3496.1,3510.55,18095.219
243,2025-11-04 13:35:00+00:00,3510.56,3522.0,3510.56,3517.37,23610.541
244,2025-11-04 13:40:00+00:00,3517.38,3520.0,3510.74,3512.97,13534.298
245,2025-11-04 13:45:00+00:00,3512.97,3517.37,3505.42,3505.98,13599.53
246,2025-11-04 13:50:00+00:00,3505.99,3513.22,3503.89,3511.4,8015.719
247,2025-11-04 13:55:00+00:00,3511.4,3512.91,3504.89,3505.4,9039.389
248,2025-11-04 14:00:00+00:00,3505.4,3505.51,3493.09,3499.99,21843.988
249,2025-11-04 14:05:00+00:00,3500.0,3510.82,3500.0,3508.37,21191.307
250,2025-11-04 14:10:00+00:00,3508.37,3509.22,3500.57,3500.57,11106.68
251,2025-11-04 14:15:00+00:00,3500.58,3508.66,3496.48,3503.52,12442.265
252,2025-11-04 14:20:00+00:00,3503.53,3503.53,3493.0,3494.41,17581.699
253,2025-11-04 14:25:00+00:00,3494.4,3497.73,3491.1,3497.32,11651.378
254,2025-11-04 14:30:00+00:00,3497.31,3507.0,3485.3,3492.8,46942.449
255,2025-11-04 14:35:00+00:00,3492.8,3500.46,3471.38,3480.15,74751.54
256,2025-11-04 14:40:00+00:00,3480.16,3526.28,3475.92,3524.75,90010.728
257,2025-11-04 14:45:00+00:00,3524.75,3543.4,3520.46,3534.9,74344.608
258,2025-11-04 14:50:00+00:00,3534.9,3560.0,3532.25,3553.86,90391.56
259,2025-11-04 14:55:00+00:00,3553.86,3561.99,3547.42,3554.33,48537.95
260,2025-11-04 15:00:00+00:00,3554.34,3579.32,3554.02,3572.42,85852.692
261,2025-11-04 15:05:00+00:00,3572.41,3576.49,3549.03,3556.57,52003.408
262,2025-11-04 15:10:00+00:00,3556.56,3560.0,3541.1,3541.71,40242.706
263,2025-11-04 15:15:00+00:00,3541.71,3585.0,3541.68,3580.85,47789.95
264,2025-11-04 15:20:00+00:00,3580.85,3586.12,3564.43,3571.28,44982.964
265,2025-11-04 15:25:00+00:00,3571.28,3579.79,3559.7,3561.94,28602.364
266,2025-11-04 15:30:00+00:00,3561.94,3561.99,3548.7,3559.08,27654.696
267,2025-11-04 15:35:00+00:00,3559.08,3560.66,3545.81,3550.65,17291.192
268,2025-11-04 15:40:00+00:00,3550.64,3553.3,3541.56,3548.76,22260.847
269,2025-11-04 15:45:00+00:00,3548.75,3548.76,3523.84,3525.6,60147.621
270,2025-11-04 15:50:00+00:00,3525.59,3526.54,3494.4,3512.4,66893.041
271,2025-11-04 15:55:00+00:00,3512.39,3515.24,3492.72,3506.0,40357.817
272,2025-11-04 16:00:00+00:00,3505.99,3518.95,3504.78,3510.33,23735.989
273,2025-11-04 16:05:00+00:00,3510.33,3511.36,3498.18,3500.24,25645.501
274,2025-11-04 16:10:00+00:00,3500.23,3504.82,3479.63,3493.79,44723.72
275,2025-11-04 16:15:00+00:00,3493.78,3500.0,3483.9,3485.0,28447.075
276,2025-11-04 16:20:00+00:00,3485.0,3485.2,3454.92,3465.48,81605.115
277,2025-11-04 16:25:00+00:00,3465.47,3480.38,3463.0,3475.56,35866.868
278,2025-11-04 16:30:00+00:00,3475.55,3488.23,3471.0,3473.68,28345.943
279,2025-11-04 16:35:00+00:00,3473.68,3477.66,3457.55,3468.69,30338.834
280,2025-11-04 16:40:00+00:00,3468.7,3469.74,3454.57,3457.46,28622.456
281,2025-11-04 16:45:00+00:00,3457.45,3464.99,3440.0,3445.75,59575.62
282,2025-11-04 16:50:00+00:00,3445.75,3447.71,3425.87,3447.71,92881.773
283,2025-11-04 16:55:00+00:00,3447.7,3449.65,3423.0,3428.29,47025.033
284,2025-11-04 17:00:00+00:00,3428.3,3428.69,3404.58,3408.18,109623.012
285,2025-11-04 17:05:00+00:00,3408.19,3413.82,3390.35,3397.86,115869.785
286,2025-11-04 17:10:00+00:00,3397.84,3400.94,3382.0,3383.97,96573.781
287,2025-11-04 17:15:00+00:00,3383.98,3397.36,3361.45,3376.75,168896.457
288,2025-11-04 17:20:00+00:00,3376.75,3408.99,3374.17,3392.55,84716.328
289,2025-11-04 17:25:00+00:00,3392.54,3399.45,3380.0,3383.98,45283.964
290,2025-11-04 17:30:00+00:00,3383.99,3414.0,3383.2,3404.5,57018.839
291,2025-11-04 17:35:00+00:00,3404.5,3419.25,3397.63,3400.39,41361.373
292,2025-11-04 17:40:00+00:00,3400.39,3401.84,3385.98,3388.52,32658.341
293,2025-11-04 17:45:00+00:00,3388.53,3393.05,3375.0,3385.47,41991.557
294,2025-11-04 17:50:00+00:00,3385.47,3392.0,3363.94,3370.48,38486.254
295,2025-11-04 17:55:00+00:00,3370.48,3378.17,3363.17,3371.57,33667.165
296,2025-11-04 18:00:00+00:00,3371.58,3372.63,3333.39,3338.9,105959.33
297,2025-11-04 18:05:00+00:00,3338.9,3368.89,3337.28,3364.29,56505.16
298,2025-11-04 18:10:00+00:00,3364.29,3367.87,3344.42,3350.99,34933.266
299,2025-11-04 18:15:00+00:00,3350.99,3352.62,3322.0,3322.53,74219.029
300,2025-11-04 18:20:00+00:00,3322.54,3334.59,3310.54,3325.64,80352.986
301,2025-11-04 18:25:00+00:00,3325.65,3328.66,3311.43,3319.04,38511.634
302,2025-11-04 18:30:00+00:00,3319.05,3324.99,3259.64,3284.47,226136.158
303,2025-11-04 18:35:00+00:00,3284.46,3296.0,3255.0,3267.97,169118.068
304,2025-11-04 18:40:00+00:00,3267.98,3315.5,3264.3,3315.42,116639.644
305,2025-11-04 18:45:00+00:00,3315.42,3315.42,3268.95,3270.39,64228.467
306,2025-11-04 18:50:00+00:00,3270.39,3314.5,3269.41,3308.1,80507.309
307,2025-11-04 18:55:00+00:00,3308.17,3312.84,3290.3,3301.38,66464.696
308,2025-11-04 19:00:00+00:00,3301.37,3315.49,3295.0,3306.63,54846.529
309,2025-11-04 19:05:00+00:00,3306.62,3306.62,3283.92,3287.87,31972.915
310,2025-11-04 19:10:00+00:00,3287.87,3305.37,3285.23,3303.53,25056.288
311,2025-11-04 19:15:00+00:00,3303.52,3313.5,3293.37,3294.0,25546.862
312,2025-11-04 19:20:00+00:00,3293.99,3311.51,3287.59,3303.96,25207.919
313,2025-11-04 19:25:00+00:00,3303.94,3313.75,3288.0,3291.06,30800.135
314,2025-11-04 19:30:00+00:00,3291.05,3297.2,3280.8,3289.51,27373.22
315,2025-11-04 19:35:00+00:00,3289.5,3291.81,3269.0,3271.14,32922.939
316,2025-11-04 19:40:00+00:00,3271.13,3281.04,3262.0,3271.18,38181.538
